Time-stamp [msec];average number of samplings per node;average hopcount of received frames;average number of received sourced frames per node;relative delivery error [%];average energy of nodes [%];average communication energy of nodes [%];average number of extreme samplings per node;rate of alive nodes [%]
936000;12.591667;2.765271;4.775000;62.078094;4.864766;31.324205;6.075000;33.333333
936100;12.591667;2.765271;4.775000;62.078094;4.864761;31.324205;6.075000;33.333333
936200;12.591667;2.765271;4.775000;62.078094;4.864756;31.324205;6.075000;33.333333
936300;12.591667;2.765271;4.775000;62.078094;4.864750;31.324205;6.075000;33.333333
936400;12.591667;2.765271;4.775000;62.078094;4.864745;31.324205;6.075000;33.333333
936500;12.591667;2.765271;4.775000;62.078094;4.864740;31.324205;6.075000;33.333333
936600;12.591667;2.765271;4.775000;62.078094;4.864735;31.324205;6.075000;33.333333
936700;12.591667;2.765271;4.775000;62.078094;4.864729;31.324205;6.075000;33.333333
936800;12.591667;2.765271;4.775000;62.078094;4.864724;31.324205;6.075000;33.333333
936900;12.591667;2.765271;4.775000;62.078094;4.864719;31.324205;6.075000;33.333333
937000;12.591667;2.765271;4.775000;62.078094;4.864714;31.324205;6.075000;33.333333
937100;12.591667;2.765271;4.775000;62.078094;4.864708;31.324205;6.075000;33.333333
937200;12.591667;2.765271;4.775000;62.078094;4.864703;31.324205;6.075000;33.333333
937300;12.591667;2.765271;4.775000;62.078094;4.864698;31.324205;6.075000;33.333333
937400;12.591667;2.765271;4.775000;62.078094;4.864693;31.324205;6.075000;33.333333
937500;12.591667;2.765271;4.775000;62.078094;4.864687;31.324205;6.075000;33.333333
937600;12.591667;2.765271;4.775000;62.078094;4.864682;31.324205;6.075000;33.333333
937700;12.591667;2.765271;4.775000;62.078094;4.864677;31.324205;6.075000;33.333333
937800;12.591667;2.765271;4.775000;62.078094;4.864672;31.324205;6.075000;33.333333
937900;12.591667;2.765271;4.775000;62.078094;4.864667;31.324205;6.075000;33.333333
938000;12.591667;2.765271;4.775000;62.078094;4.864661;31.324205;6.075000;33.333333
938100;12.591667;2.765271;4.775000;62.078094;4.864656;31.324205;6.075000;33.333333
938200;12.591667;2.765271;4.775000;62.078094;4.864651;31.324205;6.075000;33.333333
938300;12.591667;2.765271;4.775000;62.078094;4.864646;31.324205;6.075000;33.333333
938400;12.591667;2.765271;4.775000;62.078094;4.864640;31.324205;6.075000;33.333333
938500;12.591667;2.765271;4.775000;62.078094;4.864635;31.324205;6.075000;33.333333
938600;12.591667;2.765271;4.775000;62.078094;4.864630;31.324205;6.075000;33.333333
938700;12.591667;2.765271;4.775000;62.078094;4.864625;31.324205;6.075000;33.333333
938800;12.591667;2.765271;4.775000;62.078094;4.864619;31.324205;6.075000;33.333333
938900;12.591667;2.765271;4.775000;62.078094;4.864614;31.324205;6.075000;33.333333
939000;12.591667;2.765271;4.775000;62.078094;4.864609;31.324205;6.075000;33.333333
939100;12.591667;2.765271;4.775000;62.078094;4.864604;31.324205;6.075000;33.333333
939200;12.591667;2.765271;4.775000;62.078094;4.864598;31.324205;6.075000;33.333333
939300;12.591667;2.765271;4.775000;62.078094;4.864593;31.324205;6.075000;33.333333
939400;12.591667;2.765271;4.775000;62.078094;4.864588;31.324205;6.075000;33.333333
939500;12.591667;2.765271;4.775000;62.078094;4.864583;31.324205;6.075000;33.333333
939600;12.591667;2.765271;4.775000;62.078094;4.864578;31.324205;6.075000;33.333333
939700;12.591667;2.765271;4.775000;62.078094;4.864572;31.324205;6.075000;33.333333
939800;12.591667;2.765271;4.775000;62.078094;4.864567;31.324205;6.075000;33.333333
939900;12.591667;2.765271;4.775000;62.078094;4.864562;31.324205;6.075000;33.333333
940000;12.591667;2.765271;4.775000;62.078094;4.864557;31.324205;6.075000;33.333333
940100;12.591667;2.765271;4.775000;62.078094;4.864551;31.324205;6.075000;33.333333
940200;12.591667;2.765271;4.775000;62.078094;4.864546;31.324205;6.075000;33.333333
940300;12.591667;2.765271;4.775000;62.078094;4.864541;31.324205;6.075000;33.333333
940400;12.600000;2.765271;4.775000;62.103175;4.864425;31.324209;6.083333;33.333333
940500;12.600000;2.765271;4.775000;62.103175;4.864400;31.324209;6.083333;33.333333
940600;12.600000;2.765271;4.775000;62.103175;4.864395;31.324209;6.083333;33.333333
940700;12.600000;2.765271;4.775000;62.103175;4.864389;31.324209;6.083333;33.333333
940800;12.600000;2.765271;4.775000;62.103175;4.864307;31.324209;6.083333;33.333333
940900;12.608333;2.765271;4.775000;62.128222;4.864249;31.324213;6.091667;33.333333
941000;12.616667;2.765271;4.775000;62.153236;4.864113;31.324218;6.100000;33.333333
941100;12.616667;2.765271;4.775000;62.153236;4.864108;31.324218;6.100000;33.333333
941200;12.616667;2.765271;4.775000;62.153236;4.864102;31.324218;6.100000;33.333333
941300;12.616667;2.765271;4.775000;62.153236;4.864097;31.324218;6.100000;33.333333
941400;12.616667;2.765271;4.775000;62.153236;4.864092;31.324218;6.100000;33.333333
941500;12.616667;2.765271;4.775000;62.153236;4.864087;31.324218;6.100000;33.333333
941600;12.616667;2.765271;4.775000;62.153236;4.864081;31.324218;6.100000;33.333333
941700;12.616667;2.765271;4.775000;62.153236;4.864076;31.324218;6.100000;33.333333
941800;12.616667;2.765271;4.775000;62.153236;4.864071;31.324218;6.100000;33.333333
941900;12.616667;2.765271;4.775000;62.153236;4.864066;31.324218;6.100000;33.333333
942000;12.616667;2.765271;4.775000;62.153236;4.864060;31.324218;6.100000;33.333333
942100;12.616667;2.765271;4.775000;62.153236;4.864055;31.324218;6.100000;33.333333
942200;12.616667;2.765271;4.775000;62.153236;4.864050;31.324218;6.100000;33.333333
942300;12.616667;2.765271;4.775000;62.153236;4.864045;31.324218;6.100000;33.333333
942400;12.616667;2.765271;4.775000;62.153236;4.864040;31.324218;6.100000;33.333333
942500;12.616667;2.765271;4.775000;62.153236;4.864034;31.324218;6.100000;33.333333
942600;12.616667;2.765271;4.775000;62.153236;4.864029;31.324218;6.100000;33.333333
942700;12.616667;2.765271;4.775000;62.153236;4.864024;31.324218;6.100000;33.333333
942800;12.616667;2.765271;4.775000;62.153236;4.864019;31.324218;6.100000;33.333333
942900;12.616667;2.765271;4.775000;62.153236;4.864013;31.324218;6.100000;33.333333
943000;12.616667;2.765271;4.775000;62.153236;4.864008;31.324218;6.100000;33.333333
943100;12.616667;2.765271;4.775000;62.153236;4.864003;31.324218;6.100000;33.333333
943200;12.616667;2.765271;4.775000;62.153236;4.863998;31.324218;6.100000;33.333333
943300;12.616667;2.765271;4.775000;62.153236;4.863992;31.324218;6.100000;33.333333
943400;12.616667;2.765271;4.775000;62.153236;4.863987;31.324218;6.100000;33.333333
943500;12.616667;2.765271;4.775000;62.153236;4.863982;31.324218;6.100000;33.333333
943600;12.616667;2.765271;4.775000;62.153236;4.863977;31.324218;6.100000;33.333333
943700;12.616667;2.765271;4.775000;62.153236;4.863971;31.324218;6.100000;33.333333
943800;12.616667;2.765271;4.775000;62.153236;4.863966;31.324218;6.100000;33.333333
943900;12.616667;2.765271;4.775000;62.153236;4.863961;31.324218;6.100000;33.333333
944000;12.616667;2.765271;4.775000;62.153236;4.863956;31.324218;6.100000;33.333333
944100;12.616667;2.765271;4.775000;62.153236;4.863951;31.324218;6.100000;33.333333
944200;12.616667;2.765271;4.775000;62.153236;4.863945;31.324218;6.100000;33.333333
944300;12.616667;2.765271;4.775000;62.153236;4.863940;31.324218;6.100000;33.333333
944400;12.616667;2.765271;4.775000;62.153236;4.863935;31.324218;6.100000;33.333333
944500;12.616667;2.765271;4.775000;62.153236;4.863930;31.324218;6.100000;33.333333
944600;12.616667;2.765271;4.775000;62.153236;4.863924;31.324218;6.100000;33.333333
944700;12.616667;2.765271;4.775000;62.153236;4.863919;31.324218;6.100000;33.333333
944800;12.616667;2.765271;4.775000;62.153236;4.863914;31.324218;6.100000;33.333333
944900;12.625000;2.765271;4.775000;62.178218;4.863778;31.324222;6.108333;33.333333
945000;12.625000;2.765271;4.775000;62.178218;4.863773;31.324222;6.108333;33.333333
945100;12.625000;2.765271;4.775000;62.178218;4.863768;31.324222;6.108333;33.333333
945200;12.625000;2.765271;4.775000;62.178218;4.863762;31.324222;6.108333;33.333333
945300;12.625000;2.765271;4.775000;62.178218;4.863757;31.324222;6.108333;33.333333
945400;12.625000;2.765271;4.775000;62.178218;4.863752;31.324222;6.108333;33.333333
945500;12.625000;2.765271;4.775000;62.178218;4.863747;31.324222;6.108333;33.333333
945600;12.625000;2.765271;4.775000;62.178218;4.863741;31.324222;6.108333;33.333333
945700;12.633333;2.765271;4.775000;62.203166;4.863606;31.324227;6.116667;33.333333
945800;12.633333;2.765271;4.775000;62.203166;4.863601;31.324227;6.116667;33.333333
945900;12.633333;2.765271;4.775000;62.203166;4.863595;31.324227;6.116667;33.333333
946000;12.633333;2.765271;4.775000;62.203166;4.863590;31.324227;6.116667;33.333333
946100;12.633333;2.765271;4.775000;62.203166;4.863585;31.324227;6.116667;33.333333
946200;12.633333;2.765271;4.775000;62.203166;4.863580;31.324227;6.116667;33.333333
946300;12.633333;2.765271;4.775000;62.203166;4.863574;31.324227;6.116667;33.333333
946400;12.633333;2.765271;4.775000;62.203166;4.863569;31.324227;6.116667;33.333333
946500;12.633333;2.765271;4.775000;62.203166;4.863564;31.324227;6.116667;33.333333
946600;12.633333;2.765271;4.775000;62.203166;4.863559;31.324227;6.116667;33.333333
946700;12.633333;2.765271;4.775000;62.203166;4.863553;31.324227;6.116667;33.333333
946800;12.633333;2.765271;4.775000;62.203166;4.863548;31.324227;6.116667;33.333333
946900;12.633333;2.765271;4.775000;62.203166;4.863543;31.324227;6.116667;33.333333
947000;12.633333;2.765271;4.775000;62.203166;4.863538;31.324227;6.116667;33.333333
947100;12.633333;2.765271;4.775000;62.203166;4.863532;31.324227;6.116667;33.333333
947200;12.633333;2.765271;4.775000;62.203166;4.863527;31.324227;6.116667;33.333333
947300;12.633333;2.765271;4.775000;62.203166;4.863522;31.324227;6.116667;33.333333
947400;12.633333;2.765271;4.775000;62.203166;4.863517;31.324227;6.116667;33.333333
947500;12.633333;2.765271;4.775000;62.203166;4.863512;31.324227;6.116667;33.333333
947600;12.633333;2.765271;4.775000;62.203166;4.863506;31.324227;6.116667;33.333333
947700;12.633333;2.765271;4.775000;62.203166;4.863501;31.324227;6.116667;33.333333
947800;12.633333;2.765271;4.775000;62.203166;4.863496;31.324227;6.116667;33.333333
947900;12.633333;2.765271;4.775000;62.203166;4.863491;31.324227;6.116667;33.333333
948000;12.641667;2.765271;4.775000;62.228082;4.863383;31.324231;6.125000;33.333333
948100;12.641667;2.765271;4.775000;62.228082;4.863350;31.324231;6.125000;33.333333
948200;12.641667;2.765271;4.775000;62.228082;4.863344;31.324231;6.125000;33.333333
948300;12.641667;2.765271;4.775000;62.228082;4.863339;31.324231;6.125000;33.333333
948400;12.641667;2.765271;4.775000;62.228082;4.863334;31.324231;6.125000;33.333333
948500;12.641667;2.765271;4.775000;62.228082;4.863329;31.324231;6.125000;33.333333
948600;12.650000;2.765271;4.775000;62.252964;4.863213;31.324236;6.133333;33.333333
948700;12.650000;2.765271;4.775000;62.252964;4.863188;31.324236;6.133333;33.333333
948800;12.650000;2.765271;4.775000;62.252964;4.863183;31.324236;6.133333;33.333333
948900;12.650000;2.765271;4.775000;62.252964;4.863177;31.324236;6.133333;33.333333
949000;12.650000;2.765271;4.775000;62.252964;4.863172;31.324236;6.133333;33.333333
949100;12.650000;2.765271;4.775000;62.252964;4.863167;31.324236;6.133333;33.333333
949200;12.650000;2.765271;4.775000;62.252964;4.863162;31.324236;6.133333;33.333333
949300;12.650000;2.765271;4.775000;62.252964;4.863156;31.324236;6.133333;33.333333
949400;12.650000;2.765271;4.775000;62.252964;4.863151;31.324236;6.133333;33.333333
949500;12.650000;2.765271;4.775000;62.252964;4.863146;31.324236;6.133333;33.333333
949600;12.650000;2.765271;4.775000;62.252964;4.863141;31.324236;6.133333;33.333333
949700;12.650000;2.765271;4.775000;62.252964;4.863135;31.324236;6.133333;33.333333
949800;12.650000;2.765271;4.775000;62.252964;4.863130;31.324236;6.133333;33.333333
949900;12.650000;2.765271;4.775000;62.252964;4.863125;31.324236;6.133333;33.333333
950000;12.650000;2.765271;4.775000;62.252964;4.863120;31.324236;6.133333;33.333333
950100;12.650000;2.765271;4.775000;62.252964;4.863114;31.324236;6.133333;33.333333
950200;12.650000;2.765271;4.775000;62.252964;4.863109;31.324236;6.133333;33.333333
950300;12.650000;2.765271;4.775000;62.252964;4.863104;31.324236;6.133333;33.333333
950400;12.650000;2.765271;4.775000;62.252964;4.863099;31.324236;6.133333;33.333333
950500;12.650000;2.765271;4.775000;62.252964;4.863094;31.324236;6.133333;33.333333
950600;12.650000;2.765271;4.775000;62.252964;4.863088;31.324236;6.133333;33.333333
950700;12.650000;2.765271;4.775000;62.252964;4.863083;31.324236;6.133333;33.333333
950800;12.650000;2.765271;4.775000;62.252964;4.863078;31.324236;6.133333;33.333333
950900;12.650000;2.765271;4.775000;62.252964;4.863073;31.324236;6.133333;33.333333
951000;12.650000;2.765271;4.775000;62.252964;4.863067;31.324236;6.133333;33.333333
951100;12.650000;2.765271;4.775000;62.252964;4.863062;31.324236;6.133333;33.333333
951200;12.650000;2.765271;4.775000;62.252964;4.863057;31.324236;6.133333;33.333333
951300;12.650000;2.765271;4.775000;62.252964;4.863052;31.324236;6.133333;33.333333
951400;12.650000;2.765271;4.775000;62.252964;4.863046;31.324236;6.133333;33.333333
951500;12.650000;2.765271;4.775000;62.252964;4.863041;31.324236;6.133333;33.333333
951600;12.650000;2.765271;4.775000;62.252964;4.863036;31.324236;6.133333;33.333333
951700;12.650000;2.765271;4.775000;62.252964;4.863031;31.324236;6.133333;33.333333
951800;12.650000;2.765271;4.775000;62.252964;4.863025;31.324236;6.133333;33.333333
951900;12.650000;2.765271;4.775000;62.252964;4.863020;31.324236;6.133333;33.333333
952000;12.650000;2.765271;4.775000;62.252964;4.863015;31.324236;6.133333;33.333333
952100;12.650000;2.765271;4.775000;62.252964;4.863010;31.324236;6.133333;33.333333
952200;12.650000;2.765271;4.775000;62.252964;4.863005;31.324236;6.133333;33.333333
952300;12.650000;2.765271;4.775000;62.252964;4.862999;31.324236;6.133333;33.333333
952400;12.650000;2.765271;4.775000;62.252964;4.862994;31.324236;6.133333;33.333333
952500;12.650000;2.765271;4.775000;62.252964;4.862989;31.324236;6.133333;33.333333
952600;12.650000;2.765271;4.775000;62.252964;4.862984;31.324236;6.133333;33.333333
952700;12.650000;2.765271;4.775000;62.252964;4.862978;31.324236;6.133333;33.333333
952800;12.650000;2.765271;4.775000;62.252964;4.862973;31.324236;6.133333;33.333333
952900;12.650000;2.765271;4.775000;62.252964;4.862968;31.324236;6.133333;33.333333
953000;12.650000;2.765271;4.775000;62.252964;4.862963;31.324236;6.133333;33.333333
953100;12.650000;2.765271;4.775000;62.252964;4.862957;31.324236;6.133333;33.333333
953200;12.650000;2.765271;4.775000;62.252964;4.862952;31.324236;6.133333;33.333333
953300;12.650000;2.765271;4.775000;62.252964;4.862947;31.324236;6.133333;33.333333
953400;12.650000;2.765271;4.775000;62.252964;4.862942;31.324236;6.133333;33.333333
953500;12.650000;2.765271;4.775000;62.252964;4.862936;31.324236;6.133333;33.333333
953600;12.650000;2.765271;4.775000;62.252964;4.862931;31.324236;6.133333;33.333333
953700;12.650000;2.765271;4.775000;62.252964;4.862926;31.324236;6.133333;33.333333
953800;12.650000;2.765271;4.775000;62.252964;4.862921;31.324236;6.133333;33.333333
953900;12.650000;2.765271;4.775000;62.252964;4.862916;31.324236;6.133333;33.333333
954000;12.650000;2.765271;4.775000;62.252964;4.862910;31.324236;6.133333;33.333333
954100;12.650000;2.765271;4.775000;62.252964;4.862905;31.324236;6.133333;33.333333
954200;12.650000;2.765271;4.775000;62.252964;4.862900;31.324236;6.133333;33.333333
954300;12.650000;2.765271;4.775000;62.252964;4.862895;31.324236;6.133333;33.333333
954400;12.650000;2.765271;4.775000;62.252964;4.862889;31.324236;6.133333;33.333333
954500;12.650000;2.765271;4.775000;62.252964;4.862884;31.324236;6.133333;33.333333
954600;12.650000;2.765271;4.775000;62.252964;4.862879;31.324236;6.133333;33.333333
954700;12.650000;2.765271;4.775000;62.252964;4.862874;31.324236;6.133333;33.333333
954800;12.650000;2.765271;4.775000;62.252964;4.862868;31.324236;6.133333;33.333333
954900;12.650000;2.765271;4.775000;62.252964;4.862863;31.324236;6.133333;33.333333
955000;12.650000;2.765271;4.775000;62.252964;4.862858;31.324236;6.133333;33.333333
955100;12.658333;2.765271;4.775000;62.277814;4.862743;31.324240;6.141667;33.333333
955200;12.658333;2.765271;4.775000;62.277814;4.862717;31.324240;6.141667;33.333333
955300;12.658333;2.765271;4.775000;62.277814;4.862712;31.324240;6.141667;33.333333
955400;12.658333;2.765271;4.775000;62.277814;4.862707;31.324240;6.141667;33.333333
955500;12.658333;2.765271;4.775000;62.277814;4.862701;31.324240;6.141667;33.333333
955600;12.658333;2.765271;4.775000;62.277814;4.862696;31.324240;6.141667;33.333333
955700;12.658333;2.765271;4.775000;62.277814;4.862691;31.324240;6.141667;33.333333
955800;12.658333;2.765271;4.775000;62.277814;4.862686;31.324240;6.141667;33.333333
955900;12.658333;2.765271;4.775000;62.277814;4.862680;31.324240;6.141667;33.333333
956000;12.658333;2.765271;4.775000;62.277814;4.862675;31.324240;6.141667;33.333333
956100;12.658333;2.765271;4.775000;62.277814;4.862670;31.324240;6.141667;33.333333
956200;12.658333;2.765271;4.775000;62.277814;4.862665;31.324240;6.141667;33.333333
956300;12.658333;2.765271;4.775000;62.277814;4.862659;31.324240;6.141667;33.333333
956400;12.658333;2.765271;4.775000;62.277814;4.862654;31.324240;6.141667;33.333333
956500;12.658333;2.765271;4.775000;62.277814;4.862649;31.324240;6.141667;33.333333
956600;12.658333;2.765271;4.775000;62.277814;4.862644;31.324240;6.141667;33.333333
956700;12.658333;2.765271;4.775000;62.277814;4.862638;31.324240;6.141667;33.333333
956800;12.658333;2.765271;4.775000;62.277814;4.862633;31.324240;6.141667;33.333333
956900;12.658333;2.765271;4.775000;62.277814;4.862628;31.324240;6.141667;33.333333
957000;12.658333;2.765271;4.775000;62.277814;4.862623;31.324240;6.141667;33.333333
957100;12.658333;2.765271;4.775000;62.277814;4.862618;31.324240;6.141667;33.333333
957200;12.658333;2.765271;4.775000;62.277814;4.862612;31.324240;6.141667;33.333333
957300;12.658333;2.765271;4.775000;62.277814;4.862607;31.324240;6.141667;33.333333
957400;12.658333;2.765271;4.775000;62.277814;4.862602;31.324240;6.141667;33.333333
957500;12.658333;2.765271;4.775000;62.277814;4.862597;31.324240;6.141667;33.333333
957600;12.658333;2.765271;4.775000;62.277814;4.862591;31.324240;6.141667;33.333333
957700;12.658333;2.765271;4.775000;62.277814;4.862586;31.324240;6.141667;33.333333
957800;12.658333;2.765271;4.775000;62.277814;4.862581;31.324240;6.141667;33.333333
957900;12.658333;2.765271;4.775000;62.277814;4.862576;31.324240;6.141667;33.333333
958000;12.658333;2.765271;4.775000;62.277814;4.862570;31.324240;6.141667;33.333333
958100;12.658333;2.765271;4.775000;62.277814;4.862565;31.324240;6.141667;33.333333
958200;12.658333;2.765271;4.775000;62.277814;4.862560;31.324240;6.141667;33.333333
958300;12.658333;2.765271;4.775000;62.277814;4.862555;31.324240;6.141667;33.333333
958400;12.658333;2.765271;4.775000;62.277814;4.862549;31.324240;6.141667;33.333333
958500;12.658333;2.765271;4.775000;62.277814;4.862544;31.324240;6.141667;33.333333
958600;12.658333;2.765271;4.775000;62.277814;4.862539;31.324240;6.141667;33.333333
958700;12.658333;2.765271;4.775000;62.277814;4.862534;31.324240;6.141667;33.333333
958800;12.658333;2.765271;4.775000;62.277814;4.862529;31.324240;6.141667;33.333333
958900;12.658333;2.765271;4.775000;62.277814;4.862523;31.324240;6.141667;33.333333
959000;12.658333;2.765271;4.775000;62.277814;4.862518;31.324240;6.141667;33.333333
959100;12.658333;2.765271;4.775000;62.277814;4.862513;31.324240;6.141667;33.333333
959200;12.658333;2.765271;4.775000;62.277814;4.862508;31.324240;6.141667;33.333333
959300;12.658333;2.765271;4.775000;62.277814;4.862502;31.324240;6.141667;33.333333
959400;12.658333;2.765271;4.775000;62.277814;4.862497;31.324240;6.141667;33.333333
959500;12.658333;2.765271;4.775000;62.277814;4.840938;31.324240;6.141667;33.333333
959600;12.658333;2.765271;4.775000;62.277814;4.808264;31.324240;6.141667;33.333333
959700;12.658333;2.765271;4.775000;62.277814;4.775589;31.324240;6.141667;33.333333
959800;12.658333;2.765271;4.775000;62.277814;4.742915;31.324240;6.141667;33.333333
959900;12.816667;2.756076;4.800000;62.548765;4.701321;31.332454;6.141667;33.333333
960000;12.816667;2.756076;4.800000;62.548765;4.668821;31.332454;6.141667;33.333333
960100;12.816667;2.756076;4.800000;62.548765;4.636321;31.332454;6.141667;33.333333
960200;12.816667;2.756076;4.800000;62.548765;4.604576;31.332454;6.141667;32.500000
960300;12.816667;2.756076;4.800000;62.548765;4.572889;31.332454;6.141667;32.500000
960400;12.816667;2.756076;4.800000;62.548765;4.541201;31.332454;6.141667;32.500000
960500;12.816667;2.756076;4.800000;62.548765;4.509514;31.332454;6.141667;32.500000
960600;12.816667;2.756076;4.800000;62.548765;4.477826;31.332454;6.141667;32.500000
960700;12.816667;2.756076;4.800000;62.548765;4.446139;31.332454;6.141667;32.500000
960800;12.816667;2.756076;4.800000;62.548765;4.414451;31.332454;6.141667;32.500000
960900;12.816667;2.756076;4.800000;62.548765;4.382764;31.332454;6.141667;32.500000
961000;12.816667;2.756076;4.800000;62.548765;4.351751;31.332454;6.141667;31.666667
961100;12.816667;2.756076;4.800000;62.548765;4.320876;31.332454;6.141667;31.666667
961200;12.816667;2.756076;4.800000;62.548765;4.290001;31.332454;6.141667;31.666667
961300;12.816667;2.756076;4.800000;62.548765;4.259751;31.332454;6.141667;30.833333
961400;12.816667;2.756076;4.800000;62.548765;4.229689;31.332454;6.141667;30.833333
961500;12.816667;2.756076;4.800000;62.548765;4.199976;31.332454;6.141667;30.000000
961600;12.816667;2.756076;4.800000;62.548765;4.170726;31.332454;6.141667;30.000000
961700;12.816667;2.756076;4.800000;62.548765;4.141476;31.332454;6.141667;30.000000
961800;12.816667;2.756076;4.800000;62.548765;4.112226;31.332454;6.141667;30.000000
961900;12.816667;2.756076;4.800000;62.548765;4.082976;31.332454;6.141667;30.000000
962000;12.816667;2.756076;4.800000;62.548765;4.053831;31.332454;6.141667;29.166667
962100;12.816667;2.756076;4.800000;62.548765;4.025394;31.332454;6.141667;29.166667
962200;12.816667;2.756076;4.800000;62.548765;3.996956;31.332454;6.141667;29.166667
962300;12.816667;2.756076;4.800000;62.548765;3.968519;31.332454;6.141667;29.166667
962400;12.816667;2.756076;4.800000;62.548765;3.940081;31.332454;6.141667;29.166667
962500;12.816667;2.756076;4.800000;62.548765;3.911757;31.332454;6.141667;28.333333
962600;12.816667;2.756076;4.800000;62.548765;3.884132;31.332454;6.141667;28.333333
962700;12.816667;2.756076;4.800000;62.548765;3.856507;31.332454;6.141667;28.333333
962800;12.816667;2.756076;4.800000;62.548765;3.828882;31.332454;6.141667;28.333333
962900;12.816667;2.756076;4.800000;62.548765;3.801257;31.332454;6.141667;28.333333
963000;12.816667;2.756076;4.800000;62.548765;3.773632;31.332454;6.141667;28.333333
963100;12.816667;2.756076;4.800000;62.548765;3.746007;31.332454;6.141667;28.333333
963200;12.816667;2.756076;4.800000;62.548765;3.718382;31.332454;6.141667;28.333333
963300;12.816667;2.756076;4.800000;62.548765;3.690757;31.332454;6.141667;28.333333
963400;12.816667;2.756076;4.800000;62.548765;3.663847;31.332454;6.141667;27.500000
963500;12.816667;2.756076;4.800000;62.548765;3.637644;31.332454;6.141667;26.666667
963600;12.825000;2.756076;4.800000;62.573099;3.611684;31.332458;6.150000;25.833333
963700;12.825000;2.756076;4.800000;62.573099;3.586497;31.332458;6.150000;25.833333
963800;12.825000;2.756076;4.800000;62.573099;3.561309;31.332458;6.150000;25.833333
963900;12.825000;2.756076;4.800000;62.573099;3.536122;31.332458;6.150000;25.833333
964000;12.825000;2.756076;4.800000;62.573099;3.511211;31.332458;6.150000;25.000000
964100;12.825000;2.756076;4.800000;62.573099;3.486836;31.332458;6.150000;25.000000
964200;12.825000;2.756076;4.800000;62.573099;3.462461;31.332458;6.150000;25.000000
964300;12.825000;2.756076;4.800000;62.573099;3.438086;31.332458;6.150000;25.000000
964400;12.825000;2.756076;4.800000;62.573099;3.413711;31.332458;6.150000;25.000000
964500;12.825000;2.756076;4.800000;62.573099;3.402983;31.332458;6.150000;25.000000
964600;12.825000;2.756076;4.800000;62.573099;3.402979;31.332458;6.150000;25.000000
964700;12.825000;2.756076;4.800000;62.573099;3.402975;31.332458;6.150000;25.000000
964800;12.825000;2.756076;4.800000;62.573099;3.402971;31.332458;6.150000;25.000000
964900;12.825000;2.756076;4.800000;62.573099;3.402967;31.332458;6.150000;25.000000
965000;12.825000;2.756076;4.800000;62.573099;3.402963;31.332458;6.150000;25.000000
965100;12.825000;2.756076;4.800000;62.573099;3.402959;31.332458;6.150000;25.000000
965200;12.825000;2.756076;4.800000;62.573099;3.402955;31.332458;6.150000;25.000000
965300;12.825000;2.756076;4.800000;62.573099;3.402951;31.332458;6.150000;25.000000
965400;12.825000;2.756076;4.800000;62.573099;3.402948;31.332458;6.150000;25.000000
965500;12.825000;2.756076;4.800000;62.573099;3.402944;31.332458;6.150000;25.000000
965600;12.825000;2.756076;4.800000;62.573099;3.402940;31.332458;6.150000;25.000000
965700;12.825000;2.756076;4.800000;62.573099;3.402936;31.332458;6.150000;25.000000
965800;12.825000;2.756076;4.800000;62.573099;3.402932;31.332458;6.150000;25.000000
965900;12.825000;2.756076;4.800000;62.573099;3.402928;31.332458;6.150000;25.000000
966000;12.825000;2.756076;4.800000;62.573099;3.402924;31.332458;6.150000;25.000000
966100;12.825000;2.756076;4.800000;62.573099;3.402920;31.332458;6.150000;25.000000
966200;12.825000;2.756076;4.800000;62.573099;3.402916;31.332458;6.150000;25.000000
966300;12.825000;2.756076;4.800000;62.573099;3.402912;31.332458;6.150000;25.000000
966400;12.825000;2.756076;4.800000;62.573099;3.402908;31.332458;6.150000;25.000000
966500;12.825000;2.756076;4.800000;62.573099;3.402904;31.332458;6.150000;25.000000
966600;12.825000;2.756076;4.800000;62.573099;3.402900;31.332458;6.150000;25.000000
966700;12.825000;2.756076;4.800000;62.573099;3.402896;31.332458;6.150000;25.000000
966800;12.825000;2.756076;4.800000;62.573099;3.402893;31.332458;6.150000;25.000000
966900;12.825000;2.756076;4.800000;62.573099;3.402889;31.332458;6.150000;25.000000
967000;12.825000;2.756076;4.800000;62.573099;3.402885;31.332458;6.150000;25.000000
967100;12.825000;2.756076;4.800000;62.573099;3.402881;31.332458;6.150000;25.000000
967200;12.825000;2.756076;4.800000;62.573099;3.402877;31.332458;6.150000;25.000000
967300;12.825000;2.756076;4.800000;62.573099;3.402873;31.332458;6.150000;25.000000
967400;12.825000;2.756076;4.800000;62.573099;3.402869;31.332458;6.150000;25.000000
967500;12.825000;2.756076;4.800000;62.573099;3.402865;31.332458;6.150000;25.000000
967600;12.825000;2.756076;4.800000;62.573099;3.402861;31.332458;6.150000;25.000000
967700;12.825000;2.756076;4.800000;62.573099;3.402857;31.332458;6.150000;25.000000
967800;12.825000;2.756076;4.800000;62.573099;3.402853;31.332458;6.150000;25.000000
967900;12.825000;2.756076;4.800000;62.573099;3.402849;31.332458;6.150000;25.000000
968000;12.825000;2.756076;4.800000;62.573099;3.402845;31.332458;6.150000;25.000000
968100;12.825000;2.756076;4.800000;62.573099;3.402842;31.332458;6.150000;25.000000
968200;12.825000;2.756076;4.800000;62.573099;3.402838;31.332458;6.150000;25.000000
